Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_WAVES
360,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,315,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
367,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,322,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
369,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,324,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
370,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,325,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
372,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,327,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
374,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,329,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
375,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,330,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
382,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,337,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
384,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,339,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
385,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,340,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
387,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,342,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
389,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,344,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
390,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,345,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
397,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,352,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
399,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,354,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
400,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,355,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
402,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,357,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
404,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,359,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
405,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,360,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
412,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,367,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
414,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,369,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
415,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,370,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
417,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,372,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
419,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,374,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
420,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,375,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
427,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,382,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
429,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,384,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
430,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,385,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
432,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,387,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
434,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,389,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
435,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,390,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
442,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,397,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
444,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,399,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
445,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,400,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
447,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,402,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
449,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,404,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
450,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,405,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
457,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,412,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
459,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,414,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
460,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,415,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
462,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,417,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
464,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,419,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
465,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,420,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
472,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,427,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
474,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,429,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
475,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,430,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
477,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,432,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
479,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,434,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
480,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,435,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
487,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,442,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
489,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,444,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
490,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,445,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
492,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,447,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
494,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,449,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
495,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,450,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
502,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,457,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
504,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,459,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
505,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,460,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
507,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,462,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
509,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,464,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
510,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,465,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
517,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,472,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
519,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,474,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
520,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,475,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
522,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,477,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
524,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,479,3413214,3413214,16384,256,0,0,72,0,128,32,0x0,0x78416952cfc0,512
525,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,480,3413214,3413214,16384,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,512
532,"void tmac_gemv_direct<(ggml_type)16, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,487,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d9c0,2048
537,"void tmac_gemv_fused_glu<(ggml_type)16, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,492,3413214,3413214,262144,256,9216,0,104,0,128,32,0x0,0x78416952da00,8192
538,"void tmac_gemv_direct<(ggml_type)16, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,493,3413214,3413214,65536,256,9216,0,96,0,128,32,0x0,0x78416952d980,2048
540,"void tmac_gemv_direct<(ggml_type)13, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,495,3413214,3413214,4104192,256,0,0,56,0,128,32,0x0,0x78416952d1c0,128256
