Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_WAVES,SQ_BUSY_CYCLES,SQC_LDS_BANK_CONFLICT
95,"void mul_mat_vec_f<__half, __half, 1, 128, false, false>(__half const*, float const*, int const*, ggml_cuda_mm_fusion_args_device, float*, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int) [clone .kd]",1,1,54,28947,28947,262144,128,512,0,16,0,128,32,0x0,0x76c7aa0a6880,8192,527720,0
96,"__amd_rocclr_copyBuffer.kd",1,1,55,28947,28947,512,512,0,0,16,0,128,32,0x0,0x76ca721f57c0,16,3464,0
97,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,56,28947,28947,65536,256,0,0,72,0,128,32,0x0,0x76ca3cb2cf80,2048,237184,0
98,"void rms_norm_f32<1024, true, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>) [clone .kd]",1,1,57,28947,28947,1024,1024,512,0,16,0,128,32,0x0,0x76ca721d6bc0,32,4709,0
99,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,58,28947,28947,262144,256,0,0,80,0,128,32,0x0,0x76ca3cb2d000,8192,5441448,0
100,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,59,28947,28947,65536,256,0,0,72,0,128,32,0x0,0x76ca3cb2cf80,2048,246640,0
101,"void rms_norm_f32<1024, true, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>) [clone .kd]",1,1,60,28947,28947,1024,1024,512,0,16,0,128,32,0x0,0x76ca721d6bc0,32,6172,0
102,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,61,28947,28947,65536,256,0,0,72,0,128,32,0x0,0x76ca3cb2cfc0,2048,194232,0
103,"void rope_norm<true, true, float, float>(float const*, float*, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, long const*, int) [clone .kd]",1,1,62,28947,28947,8192,256,0,0,24,0,128,32,0x0,0x76ca6fb175c0,256,133690,0
104,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,63,28947,28947,16384,256,0,0,72,0,128,32,0x0,0x76ca3cb2d3c0,512,245832,0
105,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,64,28947,28947,16384,256,0,0,72,0,128,32,0x0,0x76ca3cb2cfc0,512,192360,0
106,"void rope_norm<true, true, float, __half>(float const*, __half*, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, long const*, int) [clone .kd]",1,1,65,28947,28947,2048,256,0,0,24,0,128,32,0x0,0x76ca6fb17640,64,37931,0
