Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_WAVES
165,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,124,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
172,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,131,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
174,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,133,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
175,"void tmac_gemv_direct<(ggml_type)14, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,134,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792d380,2048
177,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,136,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
179,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,138,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792d3c0,512
180,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,139,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
187,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,146,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
189,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,148,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
190,"void tmac_gemv_direct<(ggml_type)14, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,149,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792d380,2048
192,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,151,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
194,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,153,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
195,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,154,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
202,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,161,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
204,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,163,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
205,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,164,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
207,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,166,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
209,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,168,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
210,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,169,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
217,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,176,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
219,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,178,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
220,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,179,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
222,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,181,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
224,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,183,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792d3c0,512
225,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,184,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
232,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,191,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
234,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,193,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
235,"void tmac_gemv_direct<(ggml_type)14, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,194,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792d380,2048
237,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,196,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
239,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,198,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
240,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,199,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
247,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,206,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
249,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,208,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
250,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,209,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
252,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,211,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
254,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,213,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
255,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,214,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
262,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,221,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
264,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,223,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
265,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,224,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
267,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,226,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
269,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,228,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792d3c0,512
270,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,229,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
277,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,236,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
282,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,241,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
283,"void tmac_gemv_direct<(ggml_type)14, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,242,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792d380,2048
285,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,244,3412894,3412894,4104192,256,0,0,72,0,128,32,0x0,0x73fe2792d3c0,128256
293,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,248,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
295,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,250,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792d3c0,512
296,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,251,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
303,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,258,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
305,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,260,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
306,"void tmac_gemv_direct<(ggml_type)14, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,261,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792d380,2048
308,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,263,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
310,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,265,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792d3c0,512
311,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,266,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
318,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,273,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
320,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,275,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
321,"void tmac_gemv_direct<(ggml_type)14, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,276,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792d380,2048
323,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,278,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
325,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,280,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
326,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,281,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
333,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,288,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
335,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,290,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
336,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,291,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
