Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_WAVES
117,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,76,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
119,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,78,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
120,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,79,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
127,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,86,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
129,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,88,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
130,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,89,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
132,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,91,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
134,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,93,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
135,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,94,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
142,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,101,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
144,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,103,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
145,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,104,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
147,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,106,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
149,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,108,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792d3c0,512
150,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,109,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,512
157,"void tmac_gemv_direct<(ggml_type)12, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,116,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cf80,2048
159,"void tmac_gemv_fused_glu<(ggml_type)12, (ggml_glu_op)2>(float*, void const*, void const*, float const*, int, int, int const*, long, int) [clone .kd]",1,1,118,3412894,3412894,262144,256,0,0,80,0,128,32,0x0,0x73fe2792d000,8192
160,"void tmac_gemv_direct<(ggml_type)14, true>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,119,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792d380,2048
162,"void tmac_gemv_direct<(ggml_type)12, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,121,3412894,3412894,65536,256,0,0,72,0,128,32,0x0,0x73fe2792cfc0,2048
164,"void tmac_gemv_direct<(ggml_type)14, false>(float*, void const*, float const*, int, int, int const*, long, int, long, float const*) [clone .kd]",1,1,123,3412894,3412894,16384,256,0,0,72,0,128,32,0x0,0x73fe2792d3c0,512
